Response ID,Start Date,End Date,Status,Progress,Duration (in seconds),Finished,Recorded Date,Distribution Channel,User Language,Email,Business Name,Region,Business Size,Annual Revenue Band,Years in Business,Machine Count,Primary Business Model,Customer Mix,Current Pricing Method,Price Review Frequency,Q1: Calculate production/material cost before quoting,"Q2: Include thread, stabilizer, waste, and overhead in price",Q3: Track hands-on embroidery labor time,"Q4: Include admin, artwork, proofing, and customer time",Q5: Set intended profit target before pricing,Q6: Review margin after job completion,Q7: Adjust pricing for rush work or full schedule,Q8: Use capacity/backlog pressure in pricing decisions,"Q9: Consider customer value/use case, not only stitch count",Q10: Can explain price based on value delivered,Open Comment,_simulated_raw_issue
R_PD_000060,04/20/2026 11:49,04/20/2026 11:59,IP Address,100,647,True,04/20/26 12:01 PM,anonymous,en-US, contact0@brightteamwearstudio.example ,Bright Teamwear Studio,Midwest,small team,,24 years,4 heads,Custom embroidery,Contract/B2B,calculator,every few months,Yes,We review and adjust,Rough estimate,For larger jobs only,We use a calculator/spreadsheet,Built into our quote process,Depends on the job,Depends on the job,For larger jobs only,"Yes, documented",,clean
R_PD_000061,"Feb 03, 2026 06:36 AM","Feb 03, 2026 06:47 AM",IP Address,100,705,True,2026-02-03 06:48:12,social,en-US,quotes1@mainstreetthreadsstudi.example,Main Street Threads Studio,,small team,About $500k-$1M,12 yrs,3,Custom embroidery,Mostly consumers,stitch rate,annually,Always,We use a calculator/spreadsheet,Sometimes,I have a basic spreadsheet,Rough estimate,I have a basic spreadsheet,Partially,Depends on the job,Depends on the job,For larger jobs only,Rush jobs are where we get into trouble.,clean
R_PD_000062,2026-05-11T17:37:03Z,05/11/2026 17:46,IP Address,100,558,True,05/11/2026 17:47,social,EN,quotes@luckyteamwearcollectiv.example,Lucky Teamwear Collective,Midwest,small team,250k-500k,about 13,three,Decorated apparel,Contract/B2B,cost plus,yearly,I have a basic spreadsheet,Partially,Sometimes,Depends on the job,Partially,Rough estimate,No,I have a basic spreadsheet,For larger jobs only,I have a basic spreadsheet,Pricing is the hardest part of the business.,clean
R_PD_000063,02/06/26 05:33 PM,2026-02-06 17:42:08,IP Address,100,499,TRUE,02/06/26 05:42 PM,social,en-US,hello@blueridgestitchcogroup.example,BLUE RIDGE STITCH CO. GROUP,West,2-5,500k-1M,about 0,three,Custom embroidery,Contract/B2B,calculator,rarely,Partially,Partially,No consistent process,No consistent process,Not yet,Depends on the job,Not really,Not yet,Not yet,No consistent process,Pricing is the hardest part of the business.,clean
R_PD_000064,03/25/2026 22:58,"Mar 25, 2026 11:03 PM",IP Address,100,292,Complete,2026-03-25T23:04:01Z,social,en-US,info@heritagethreadsgroup.example,Heritage Threads Group,Northeast,small team,About $100k-$250k,about 3,3 heads,Mixed services,Mostly consumers,cost based,when costs change,We review and adjust,I have a basic spreadsheet,I usually guess,For larger jobs only,I usually guess,No consistent process,I usually guess,I don't track this,Not really,I have a basic spreadsheet,I need a better way to account for setup time.,clean
R_PD_000065,02/19/26 11:29 AM,2026-02-19 11:44:43,IP Address,100,887,True,02/19/2026 11:45,newsletter,English,quotes5@redbarndecoratedgoods.example,Red Barn Decorated Goods,South,6 to 10,About $250k-$500k,7 yrs,8,Contract embroidery,Mostly consumers,mostly stitch count,annually,We use a calculator/spreadsheet,Always,I have a basic spreadsheet,We review and adjust,Yes,I have a basic spreadsheet,I have a basic spreadsheet,Sometimes,Depends on the job,Always,,clean
R_PD_000066,"May 18, 2026 04:54 PM",2026-05-18T16:58:44Z,IP Address,100,279,True,2026-05-18T16:59:06Z,web,English,info@cedarworkscompany.example,Cedar Works Company,Midwest,6 to 10,1M+,8 yrs,10+,Custom embroidery,Contract/B2B,materials + markup,if supplies go up,I have a basic spreadsheet,"Yes, documented","Yes, documented",We use a calculator/spreadsheet,,For larger jobs only,We review and adjust,We use a calculator/spreadsheet,We use a calculator/spreadsheet,"Yes, documented",Rush jobs are where we get into trouble.,clean
R_PD_000067,03/13/26 04:56 PM,03/13/2026 17:06,IP Address,100,603,TRUE,03/13/26 05:07 PM,web,English,quotes@luckydesignsgroup.example,Lucky Designs Group,South,me + 2,About $250k-$500k,9 yrs,6 machines,Custom embroidery,Small business/local orgs,mostly stitch count,if supplies go up,Rough estimate,I don't track this,No,I don't track this,I don't track this,Rough estimate,Not yet,I usually guess,Rough estimate,For larger jobs only,,clean
R_PD_000068,2026-03-03 11:26:57,03/03/26 11:37 AM,IP Address,100,620,Complete,2026-03-03T11:37:41Z,social,EN,hello2@cedarapparelshop.example,Cedar Apparel Shop,Midwest,one-person shop,About Under $50k,8,1 heads,Decorated apparel,Corporate/commercial,depends,never,I don't track this,Not really,I don't track this,I don't track this,I don't track this,Not really,Not really,I usually guess,I don't track this,I don't track this,Most customers compare us by stitch count.,clean
R_PD_000069,"Apr 03, 2026 04:09 AM","Apr 03, 2026 04:17 AM",IP Address,100,515,Y,2026-04-03 04:19:01,email,EN,info+nnep@heritageapparelshop.example,Heritage Apparel Shop,South,1,$50k-$100k,1 years,2 heads,Custom embroidery,Schools/teams,spreadsheet + stitch count,once a year,I have a basic spreadsheet,Depends on the job,Sometimes,Rough estimate,Sometimes,I have a basic spreadsheet,For larger jobs only,I don't track this,No consistent process,Partially,Rush jobs are where we get into trouble.,clean
R_PD_000070,05/01/2026 12:06,05/01/2026 12:13,IP Address,100,458,Y,05/01/26 12:13 PM,web,English,OWNER@CEDARDIGITIZING.EXAMPLE,Cedar Digitizing,Northeast,6-10 employees,$50k-$100k,10,6 heads,Contract embroidery,Mostly consumers,materials + markup,annually,We use a calculator/spreadsheet,"Yes, documented",Yes,Built into our quote process,I have a basic spreadsheet,Rough estimate,Rough estimate,Depends on the job,We review and adjust,Partially,I need a better way to account for setup time.,clean
R_PD_000071,03/31/2026 22:43,03/31/2026 22:51,IP Address,100,458,Complete,2026-03-31T22:51:29Z,web,English,contact@riverbrandingstudio.example,River Branding Studio,South,owner only,$100k-$250k,since 2014,1-head,Custom embroidery,Mostly consumers,stitch count,when I remember,Depends on the job,I usually guess,Not yet,No consistent process,Not really,I don't track this,No consistent process,I usually guess,No consistent process,No consistent process,We are trying to stop undercharging.,clean
R_PD_000072,2026-05-29T21:31:00Z,05/29/26 09:40 PM,IP Address,100,592,Complete,2026-05-29 21:41:39,email,EN, office6@northstarmonogramscomp.example ,North Star Monograms Company,South,small team,About $1M+,11,1 machines,Decorated apparel,Contract/B2B,hybrid,if supplies go up,We use a calculator/spreadsheet,Always,For larger jobs only,For larger jobs only,Rough estimate,Sometimes,Depends on the job,Sometimes,For larger jobs only,Rough estimate,Pricing is the hardest part of the business.,clean
R_PD_000073,05/10/2026 14:43,2026-05-10 14:48:49,IP Address,100,341,True,05/10/2026 14:49,web,en-US, office@hooplogoshopgroup.example ,HOOP LOGO SHOP GROUP,West,2-5 employees,$100k-$250k,12 years,2,Decorated apparel,Mostly consumers,hourly rate,when I remember,Built into our quote process,Always,We review and adjust,Always,Partially,Sometimes,Partially,I have a basic spreadsheet,Partially,For larger jobs only,We are trying to stop undercharging.,clean
R_PD_000074,2026-05-02T13:36:49Z,05/02/26 01:43 PM,IP Address,100,393,True,05/02/26 01:44 PM,web,EN,contact@blueridgecreativestudi.example,BLUE RIDGE CREATIVE STUDIO,South,3 employees,500k-1M,20+,1 heads,Decorated apparel,Mixed,stitch count,if supplies go up,Partially,Depends on the job,Rough estimate,I usually guess,I don't track this,I usually guess,No,I don't track this,Not really,Not really,,clean
R_PD_000075,04/24/2026 14:56,2026-04-24 15:01:53,IP Address,100,348,Y,04/24/2026 15:03,email,en-US,quotes@redbarncustomsgroup.example,Red Barn Customs Group,Northeast,small team,500k-1M,20+,2,Mixed services,Small business/local orgs,hourly,every few months,"Yes, documented",Always,I have a basic spreadsheet,Sometimes,Partially,I have a basic spreadsheet,Rough estimate,I don't track this,I have a basic spreadsheet,Rough estimate,Pricing is the hardest part of the business.,clean
R_PD_000076,2026-03-10T06:12:22Z,"Mar 10, 2026 06:24 AM",IP Address,100,718,Complete,2026-03-10T06:25:13Z,web,en-US,office@oakneedleworks.example,OAK NEEDLEWORKS,Northeast,2 to 5 employees,About Under $50k,4 yrs,2 machines,Custom embroidery,Contract/B2B,costing worksheet,when I remember,We use a calculator/spreadsheet,Sometimes,Rough estimate,Rough estimate,Sometimes,,Depends on the job,No,Depends on the job,We review and adjust,,clean
R_PD_000077,"Apr 09, 2026 03:53 PM",04/09/26 04:06 PM,IP Address,100,830,Y,04/09/2026 16:06,email,EN,info@oakdesignsgroup.example,Oak Designs Group,Northeast,one-person shop,About $100k-$250k,0,1-head,Custom embroidery,Schools/teams,depends,only when vendors raise prices,Depends on the job,Not really,Not yet,Not yet,I don't track this,Not yet,Not really,No consistent process,Not really,Not yet,,clean
R_PD_000078,2026-05-19 19:14:12,2026-05-19T19:21:46Z,IP Address,100,454,TRUE,2026-05-19 19:21:49,newsletter,English,,Lakeside Digitizing Company,Midwest,1,About $100k-$250k,1 yrs,1,Contract embroidery,Mostly consumers,cost based,each estimate,Depends on the job,We use a calculator/spreadsheet,,For larger jobs only,I have a basic spreadsheet,For larger jobs only,I have a basic spreadsheet,Sometimes,We use a calculator/spreadsheet,No,Most customers compare us by stitch count.,clean
R_PD_000079,2026-03-06T06:08:07Z,"Mar 06, 2026 06:19 AM",IP Address,100,674,Y,2026-03-06 06:20:37,social,English,quotes@lakesideteamwearshop.example,Lakeside Teamwear Shop,Northeast,2-5 employees,About $100k-$250k,about 0,four,Mixed services,Schools/teams,costing worksheet,yearly,We use a calculator/spreadsheet,"Yes, documented",Built into our quote process,Always,Always,Depends on the job,Partially,Rough estimate,Partially,I have a basic spreadsheet,Pricing is the hardest part of the business.,clean
R_PD_000080,2026-02-28 06:23:10,02/28/26 06:27 AM,IP Address,100,235,True,02/28/26 06:27 AM,email,English,office@ironcustomsgroup.example,Iron Customs Group,Northeast,one-person shop,$50k-$100k,4 yrs,single head,Contract embroidery,Mostly consumers,costing worksheet,once a year,"Yes, documented",Yes,Depends on the job,For larger jobs only,Rough estimate,Partially,Sometimes,For larger jobs only,I have a basic spreadsheet,Yes,,clean
R_PD_000081,05/16/26 05:53 PM,05/16/26 06:01 PM,IP Address,100,448,Y,05/16/2026 18:01,social,en-US,SALES@MAGNOLIAWEARABLESCOLLE.EXAMPLE,Magnolia Wearables Collective,South,2-5 employees,Under 50k,about 2,4 heads,Mixed services,Schools/teams,per 1000 stitches,once a year,Sometimes,Partially,No consistent process,Not yet,I don't track this,Not yet,No,No,Not really,Depends on the job,We are trying to stop undercharging.,clean
R_PD_000082,2026-05-06 14:25:18,2026-05-06T14:29:27Z,IP Address,100,249,Y,05/06/2026 14:30,anonymous,English,quotes@silverwearablesshop.example,Silver Wearables Shop,South,just me,under $50k,0,2-head,Custom embroidery,Mixed,what the job is worth,if supplies go up,Sometimes,Sometimes,,I have a basic spreadsheet,I don't track this,I usually guess,I don't track this,No consistent process,Partially,Depends on the job,,clean
R_PD_000083,04/16/26 02:14 AM,2026-04-16 02:26:32,IP Address,100,730,TRUE,04/16/2026 02:27,newsletter,EN,SALES@MAGNOLIATEAMWEARLLC.EXAMPLE,Magnolia Teamwear LLC,Midwest,2-5,100k-250k,9,two,Custom embroidery,Small business/local orgs,stitch rate,never,Yes,We use a calculator/spreadsheet,,I have a basic spreadsheet,Depends on the job,I usually guess,I usually guess,No consistent process,Partially,For larger jobs only,Most customers compare us by stitch count.,clean
R_PD_000084,05/14/26 02:53 AM,"May 14, 2026 03:02 AM",IP Address,100,527,TRUE,"May 14, 2026 03:03 AM",newsletter,EN,hello+survey@crowndesignscompany.example,Crown Designs Company,West,6 to 10,About $1M+,19,6,Mixed services,Schools/teams,competitive pricing,when I remember,Built into our quote process,Partially,I have a basic spreadsheet,Depends on the job,For larger jobs only,Not yet,Rough estimate,Not really,For larger jobs only,For larger jobs only,Rush jobs are where we get into trouble.,clean
R_PD_000085,03/23/26 02:54 PM,2026-03-23T14:58:54Z,IP Address,100,289,Complete,03/23/2026 14:59,email,EN,info@prairieneedleworksstud.example,Prairie Needleworks Studio,Midwest,11 to 25 employees,500k-1M,more than 20,15,Contract embroidery,Mixed,hybrid,each quarter,Built into our quote process,"Yes, documented",Yes,Built into our quote process,"Yes, documented",We use a calculator/spreadsheet,Built into our quote process,Yes,We use a calculator/spreadsheet,Always,I need a better way to account for setup time.,clean
R_PD_000086,04/14/26 12:18 AM,04/14/26 12:25 AM,IP Address,100,396,TRUE,2026-04-14T00:25:25Z,anonymous,English,contact@riverembroiderycollect.example,River Embroidery Collective,Northeast,larger shop,About $100k-$250k,18 years,8 heads,Custom embroidery,Schools/teams,based on customer value,constantly,We review and adjust,Yes,Yes,We review and adjust,Yes,Yes,Rough estimate,We review and adjust,Yes,We use a calculator/spreadsheet,Pricing is the hardest part of the business.,clean
R_PD_000087,"Apr 09, 2026 05:13 AM",04/09/26 05:28 AM,IP Address,100,844,Y,2026-04-09T05:28:58Z,social,en-US,quotes+survey@heritagestudioshop.example,Heritage Studio Shop,Midwest,2-5,100k-250k,5,8,Decorated apparel,,per 1000 stitches,only when vendors raise prices,Rough estimate,Partially,Depends on the job,Partially,Depends on the job,Depends on the job,For larger jobs only,,Sometimes,I have a basic spreadsheet,,clean
R_PD_000088,2026-05-08T01:44:53Z,2026-05-08T01:48:08Z,IP Address,100,195,True,"May 08, 2026 01:48 AM",newsletter,English,quotes@hoopdigitizinggroup.example,Hoop Digitizing Group,Canada/Other,solo,About Under $50k,since 2022,2 machines,Custom embroidery,Mostly consumers,costing worksheet,once a year,"Yes, documented",We review and adjust,Partially,Partially,Depends on the job,I have a basic spreadsheet,Partially,We use a calculator/spreadsheet,Built into our quote process,Always,We are trying to stop undercharging.,clean
R_PD_000089,2026-02-19T21:58:03Z,02/19/2026 22:06,IP Address,100,499,True,02/19/2026 22:06,email,en-US,quotes@oakembroiderycompany.example,Oak Embroidery Company,Midwest,1,About Under $50k,since 2010,one,Decorated apparel,Small business/local orgs,per 1000 stitches,every year,Sometimes,Sometimes,No consistent process,Sometimes,Rough estimate,Partially,Rough estimate,No consistent process,Partially,Partially,Pricing is the hardest part of the business.,clean
R_PD_000090,2026-03-15 23:06:38,03/15/26 11:14 PM,IP Address,100,478,Y,03/15/26 11:14 PM,web,English,office@summitteamweargroup.example,Summit Teamwear Group,Midwest,2-5,$1M+,20+,3,Custom embroidery,Small business/local orgs,market rate,every job,We review and adjust,We review and adjust,Depends on the job,We use a calculator/spreadsheet,Rough estimate,For larger jobs only,Rough estimate,Rough estimate,We review and adjust,For larger jobs only,,clean
R_PD_000091,"Jun 04, 2026 06:42 AM",06/04/2026 06:51,IP Address,100,568,Complete,06/04/26 06:52 AM,social,EN, hello@northstarbranding.example ,North Star Branding,Northeast,small team,About $250k-$500k,13 yrs,four,Mixed services,Schools/teams,costing worksheet,each estimate,We use a calculator/spreadsheet,We review and adjust,Always,We review and adjust,Sometimes,Depends on the job,Built into our quote process,Always,We review and adjust,"Yes, documented",Pricing is the hardest part of the business.,clean
R_PD_000092,05/24/26 05:10 AM,"May 24, 2026 05:19 AM",IP Address,100,520,Complete,"May 24, 2026 05:19 AM",newsletter,EN,info+nnep@cedarteamwearllc.example,Cedar Teamwear LLC,South,just me,About $100k-$250k,9 yrs,3,Custom embroidery,Mostly consumers,by stitch,as needed,Depends on the job,For larger jobs only,Partially,I usually guess,No,No,I don't track this,Not yet,Not really,No,,clean
R_PD_000093,2026-05-15T22:40:42Z,2026-05-15T22:47:58Z,IP Address,100,436,True,05/15/2026 22:48,email,EN,quotes@mapledigitizing.example,Maple Digitizing,Midwest,1,Prefer not to say,about 1,2 heads,Contract embroidery,Mixed,time based,quarterly,I have a basic spreadsheet,Always,For larger jobs only,We review and adjust,Rough estimate,Depends on the job,I usually guess,Depends on the job,Sometimes,We review and adjust,We are trying to stop undercharging.,clean
R_PD_000094,2026-03-20T06:43:27Z,03/20/2026 06:50,IP Address,100,402,Y,"Mar 20, 2026 06:50 AM",social,English,OFFICE@BRIGHTDIGITIZINGCOLLEC.EXAMPLE,Bright Digitizing Collective,Midwest,mid-size shop,100k-250k,4 yrs,four,Custom embroidery,Mostly consumers,calculator,constantly,Depends on the job,We use a calculator/spreadsheet,"Yes, documented",Yes,,Built into our quote process,I have a basic spreadsheet,Always,"Yes, documented",Always,,clean
R_PD_000095,04/08/2026 05:42,04/08/2026 05:47,IP Address,100,299,True,2026-04-08 05:48:49,anonymous,en-US,info@lakesideteamwearcompan.example,Lakeside Teamwear Company,Northeast,6 to 10,,13 yrs,6,Contract embroidery,Small business/local orgs,labor hours,4x a year,We use a calculator/spreadsheet,"Yes, documented",We use a calculator/spreadsheet,Partially,I have a basic spreadsheet,"Yes, documented",Partially,Depends on the job,Partially,We review and adjust,,clean
