respondent_id,business_name_clean,canonical_email,email_hash,region,business_size,employee_count,annual_revenue_band,years_in_operation,machine_count,primary_business_model,customer_mix,current_pricing_method,price_review_frequency,pricing_maturity_latent,in_pricing_diagnostic_clean,in_benchmark_clean,true_overlap_flag
NNEP-R0494,Prairie Threads Collective #1494,sales@prairiethreadscollecti.example,emh_8e04d25fb5,South,11-25 employees,22,$500k-$1M,11,10,Promotional products,Corporate/commercial,Stitch-count based,When costs change,0.6436,True,False,False
NNEP-R0495,Bobbin Print & Stitch Group #1495,owner@bobbinprintstitchgroup.example,emh_005b40f5f0,Northeast,6-10 employees,6,$500k-$1M,12,8,Contract embroidery,Mixed,Value-based,Annually,0.9478,True,False,False
NNEP-R0496,Willow Logo Shop Company #1496,quotes@willowlogoshopcompany1.example,emh_eeb4c188cf,Northeast,Solo owner/operator,1,$50k-$100k,27,4,Mixed services,Small business/local orgs,Hybrid/job costing,Annually,0.9226,True,True,True
NNEP-R0497,Bright Print & Stitch Company #1497,info@brightprintstitchcompa.example,emh_e901630abc,Northeast,Solo owner/operator,1,$100k-$250k,7,2,Team/school spiritwear,Schools/teams,Informal/custom quote,When costs change,0.02,True,False,False
NNEP-R0498,Iron Embroidery Collective #1498,quotes@ironembroiderycollecti.example,emh_64e0a7227d,West,6-10 employees,6,$1M+,14,12,Decorated apparel,Small business/local orgs,Value-based,Annually,0.9121,True,False,False
NNEP-R0499,Willow Studio Group #1499,owner@willowstudiogroup1499.example,emh_9bb184b76b,West,Solo owner/operator,1,Under $50k,22,2,Contract embroidery,Corporate/commercial,Hourly rate,When costs change,0.6847,True,False,False
NNEP-R0500,Bright Embroidery #1500,sales@brightembroidery1500.example,emh_244fa670ae,Northeast,6-10 employees,9,$100k-$250k,5,10,Custom embroidery,Corporate/commercial,Hybrid/job costing,Annually,0.9311,True,True,True
NNEP-R0501,Iron Works Shop #1501,owner@ironworksshop1501.example,emh_3c1791884b,West,26+ employees,50,$1M+,29,8,Mixed services,Mixed,Cost-plus,Before every quote,0.99,True,False,False
NNEP-R0502,Stitch Needleworks #1502,owner5@stitchneedleworks1502.example,emh_8b553b652a,Midwest,Solo owner/operator,1,$1M+,10,1,Custom embroidery,Mostly consumers,Informal/custom quote,Quarterly,0.4337,True,False,False
NNEP-R0503,Lakeside Monograms Studio #1503,info6@lakesidemonogramsstudi.example,emh_0e75132867,South,Solo owner/operator,1,$50k-$100k,0,3,Custom embroidery,Corporate/commercial,Competitor-based,Rarely/never,0.3352,True,False,False
NNEP-R0504,Stitch Creative Group #1504,hello@stitchcreativegroup150.example,emh_1cebdee35b,West,Solo owner/operator,1,Under $50k,0,1,Mixed services,Mixed,Hybrid/job costing,When costs change,0.4944,True,False,False
NNEP-R0505,Iron Branding Studio #1505,sales1@ironbrandingstudio1505.example,emh_4e021d9b19,Midwest,2-5 employees,4,$250k-$500k,10,1,Custom embroidery,Corporate/commercial,Cost-plus,Quarterly,0.8019,True,False,False
NNEP-R0506,Sunrise Designs Collective #1506,hello@sunrisedesignscollecti.example,emh_1de737eeed,Canada/Other,2-5 employees,4,Under $50k,2,1,Custom embroidery,Mixed,Stitch-count based,When costs change,0.6626,True,False,False
NNEP-R0507,North Star Decorated Goods Shop #1507,quotes@northstardecoratedgood.example,emh_e418ac64c0,Northeast,Solo owner/operator,1,$50k-$100k,16,1,Promotional products,Contract/B2B,Stitch-count based,Rarely/never,0.3851,True,True,True
NNEP-R0508,Summit Customs Studio #1508,owner@summitcustomsstudio150.example,emh_62de0ec95d,West,Solo owner/operator,1,$100k-$250k,15,1,Mixed services,Corporate/commercial,Cost-plus,Rarely/never,0.5656,True,False,False
NNEP-R0509,Bright Branding LLC #1509,owner@brightbrandingllc1509.example,emh_7e496575ec,South,Solo owner/operator,1,$50k-$100k,7,1,Custom embroidery,Corporate/commercial,Informal/custom quote,Quarterly,0.3252,True,False,False
NNEP-R0510,Willow Wearables Shop #1510,hello@willowwearablesshop151.example,emh_7dc2cf1a6a,Northeast,26+ employees,31,$100k-$250k,38,30,Custom embroidery,Contract/B2B,Cost-plus,Quarterly,0.99,True,False,False
NNEP-R0511,Golden Apparel Group #1511,hello@goldenapparelgroup1511.example,emh_57ef112ac2,South,2-5 employees,4,Under $50k,4,5,Mixed services,Contract/B2B,Hourly rate,Annually,0.4833,True,False,False
NNEP-R0512,Oak Wearables #1512,quotes@oakwearables1512.example,emh_db01b9b3a5,Midwest,26+ employees,74,$100k-$250k,15,24,Contract embroidery,Mixed,Stitch-count based,When costs change,0.6146,True,False,False
NNEP-R0513,Silver Creative Shop #1513,contact@silvercreativeshop1513.example,emh_a89c6bb59a,Midwest,Solo owner/operator,1,Under $50k,11,5,Custom embroidery,Corporate/commercial,Competitor-based,When costs change,0.3761,True,False,False
NNEP-R0514,North Star Creative Company #1514,hello@northstarcreativecompa.example,emh_433b008b7a,West,Solo owner/operator,1,$250k-$500k,6,1,Custom embroidery,Schools/teams,Hybrid/job costing,Quarterly,0.6037,True,False,False
NNEP-R0515,Magnolia Logo Shop Group #1515,contact@magnolialogoshopgroup1.example,emh_e1d19df3ee,South,Solo owner/operator,1,Under $50k,15,1,Promotional products,Small business/local orgs,Cost-plus,Annually,0.765,True,False,False
NNEP-R0516,Thread Studio LLC #1516,office@threadstudiollc1516.example,emh_3adcc16554,Northeast,2-5 employees,3,$50k-$100k,11,3,Custom embroidery,Schools/teams,Cost-plus,Quarterly,0.7699,True,False,False
NNEP-R0517,Needle Print & Stitch Collective #1517,quotes@needleprintstitchcolle.example,emh_2071755f41,Midwest,Solo owner/operator,1,$250k-$500k,1,3,Custom embroidery,Mostly consumers,Stitch-count based,Rarely/never,0.1158,True,False,False
NNEP-R0518,North Star Decorated Goods Group #1518,sales@northstardecoratedgood.example,emh_8c529843b9,Midwest,26+ employees,32,$250k-$500k,15,12,Mixed services,Small business/local orgs,Value-based,Annually,0.99,True,False,False
NNEP-R0519,Willow Threads Group #1519,quotes@willowthreadsgroup1519.example,emh_a5ad732073,Midwest,2-5 employees,2,$250k-$500k,26,4,Promotional products,Contract/B2B,Hourly rate,Annually,0.9884,True,False,False
NNEP-R0520,Bright Works #1520,info@brightworks1520.example,emh_a37bf7bc2b,South,2-5 employees,2,$500k-$1M,15,4,Decorated apparel,Mostly consumers,Hybrid/job costing,When costs change,0.6503,True,False,False
NNEP-R0521,Heritage Logo Shop Collective #1521,hello3@heritagelogoshopcollec.example,emh_df4e46d0f5,Northeast,Solo owner/operator,1,$100k-$250k,7,1,Promotional products,Schools/teams,Cost-plus,Rarely/never,0.6031,True,True,True
NNEP-R0522,Willow Digitizing Shop #1522,info@willowdigitizingshop15.example,emh_b894399501,West,26+ employees,28,$250k-$500k,20,15,Decorated apparel,Contract/B2B,Hybrid/job costing,Before every quote,0.99,True,False,False
NNEP-R0523,Main Street Embroidery Company #1523,contact@mainstreetembroideryco.example,emh_ef29a32e74,South,Solo owner/operator,1,Under $50k,17,2,Custom embroidery,Contract/B2B,Hybrid/job costing,When costs change,0.854,True,False,False
NNEP-R0524,Urban Customs Company #1524,office6@urbancustomscompany152.example,emh_a72da62d05,South,26+ employees,55,$250k-$500k,26,10,Mixed services,Mostly consumers,Informal/custom quote,Before every quote,0.99,True,True,True
NNEP-R0525,River Apparel Shop #1525,sales@riverapparelshop1525.example,emh_6bb37afc8f,South,Solo owner/operator,1,Under $50k,2,1,Mixed services,Schools/teams,Stitch-count based,Annually,0.6034,False,True,False
NNEP-R0526,Bright Needleworks Studio #1526,hello@brightneedleworksstudi.example,emh_0d94f1ddde,Canada/Other,Solo owner/operator,1,$100k-$250k,3,2,Custom embroidery,Corporate/commercial,Hourly rate,When costs change,0.276,True,False,False
NNEP-R0527,Needle Creative #1527,info@needlecreative1527.example,emh_cc04d9252f,Midwest,11-25 employees,22,$1M+,15,6,Mixed services,Small business/local orgs,Stitch-count based,Before every quote,0.8146,True,False,False
NNEP-R0528,Bobbin Monograms Company #1528,info3@bobbinmonogramscompany.example,emh_f341599ab3,West,Solo owner/operator,1,$500k-$1M,9,2,Decorated apparel,Small business/local orgs,Hybrid/job costing,When costs change,0.418,True,False,False
NNEP-R0529,Urban Needleworks #1529,hello@urbanneedleworks1529.example,emh_ac415bda59,South,Solo owner/operator,1,$500k-$1M,6,2,Mixed services,Corporate/commercial,Stitch-count based,Before every quote,0.3888,True,False,False
NNEP-R0530,Heritage Print & Stitch LLC #1530,hello@heritageprintstitchllc.example,emh_e5730d4b41,Northeast,2-5 employees,4,$250k-$500k,0,1,Decorated apparel,Mostly consumers,Competitor-based,Annually,0.4615,True,False,False
NNEP-R0531,Golden Print & Stitch Shop #1531,office@goldenprintstitchshop1.example,emh_12c91355b9,West,6-10 employees,10,$500k-$1M,18,6,Custom embroidery,Mostly consumers,Hybrid/job costing,When costs change,0.6334,True,False,False
NNEP-R0532,Bobbin Creative #1532,contact@bobbincreative1532.example,emh_900bc22780,South,2-5 employees,3,$100k-$250k,0,3,Custom embroidery,Schools/teams,Stitch-count based,Rarely/never,0.0867,True,False,False
NNEP-R0533,Magnolia Creative #1533,owner@magnoliacreative1533.example,emh_b6d4bf1710,South,Solo owner/operator,1,$500k-$1M,8,1,Promotional products,Corporate/commercial,Hybrid/job costing,Rarely/never,0.3851,True,True,True
NNEP-R0534,Sunrise Logo Shop #1534,quotes2@sunriselogoshop1534.example,emh_02817084a1,West,Solo owner/operator,1,$250k-$500k,27,2,Mixed services,Schools/teams,Stitch-count based,When costs change,0.7378,True,False,False
NNEP-R0535,Willow Needleworks Shop #1535,owner3@willowneedleworksshop1.example,emh_4232f7e622,West,26+ employees,53,$1M+,16,15,Contract embroidery,Corporate/commercial,Hybrid/job costing,Quarterly,0.99,True,True,True
NNEP-R0536,Summit Stitch Co. Group #1536,contact@summitstitchcogroup153.example,emh_278a95bd38,Canada/Other,2-5 employees,4,$50k-$100k,24,3,Custom embroidery,Mostly consumers,Hourly rate,Annually,0.4283,True,False,False
NNEP-R0537,Main Street Decorated Goods Shop #1537,contact@mainstreetdecoratedgoo.example,emh_f9ba10b267,South,Solo owner/operator,1,$50k-$100k,20,1,Custom embroidery,Mostly consumers,Cost-plus,Annually,0.7335,True,True,True
NNEP-R0538,Oak Stitch Co. LLC #1538,quotes@oakstitchcollc1538.example,emh_63b88855e5,South,2-5 employees,3,$250k-$500k,14,1,Promotional products,Small business/local orgs,Hourly rate,When costs change,0.5276,True,False,False
NNEP-R0539,Magnolia Works Studio #1539,owner@magnoliaworksstudio153.example,emh_f5a7bf5cf1,Northeast,2-5 employees,3,$50k-$100k,9,1,Promotional products,Small business/local orgs,Value-based,Annually,0.5972,True,False,False
NNEP-R0540,Hoop Stitch Co. Collective #1540,quotes1@hoopstitchcocollective.example,emh_a374e9b3a1,Northeast,2-5 employees,3,$100k-$250k,13,3,Mixed services,Mixed,Hybrid/job costing,When costs change,0.6305,True,False,False
NNEP-R0541,Urban Embroidery LLC #1541,hello@urbanembroideryllc1541.example,emh_a9ccca9c9c,West,2-5 employees,4,$1M+,9,2,Contract embroidery,Mostly consumers,Cost-plus,Before every quote,0.513,True,False,False
NNEP-R0542,Red Barn Threads #1542,contact@redbarnthreads1542.example,emh_4266317016,Northeast,11-25 employees,25,$1M+,2,8,Decorated apparel,Mixed,Hourly rate,Quarterly,0.7364,True,True,True
NNEP-R0543,Bobbin Teamwear Group #1543,sales4@bobbinteamweargroup154.example,emh_017cfecea5,Northeast,Solo owner/operator,1,Under $50k,12,1,Promotional products,Contract/B2B,Cost-plus,Annually,0.7451,True,False,False
NNEP-R0544,Willow Embroidery Company #1544,quotes@willowembroiderycompan.example,emh_545b2c0716,South,11-25 employees,20,$250k-$500k,20,8,Promotional products,Schools/teams,Cost-plus,Quarterly,0.99,True,True,True
NNEP-R0545,Hoop Works Collective #1545,sales@hoopworkscollective154.example,emh_31572a3a85,Midwest,2-5 employees,3,Under $50k,7,1,Mixed services,Mixed,Competitor-based,When costs change,0.3066,True,False,False
NNEP-R0546,Prairie Apparel #1546,quotes@prairieapparel1546.example,emh_d70171e6f2,Midwest,2-5 employees,3,$250k-$500k,11,4,Mixed services,Corporate/commercial,Hybrid/job costing,Annually,0.932,True,True,True
NNEP-R0547,Silver Stitch Co. Company #1547,sales1@silverstitchcocompany1.example,emh_9525d1f1a0,West,Solo owner/operator,1,$500k-$1M,7,1,Decorated apparel,Corporate/commercial,Stitch-count based,Rarely/never,0.0846,True,False,False
NNEP-R0548,River Logo Shop LLC #1548,contact@riverlogoshopllc1548.example,emh_32bc4c35fe,South,Solo owner/operator,1,$50k-$100k,9,1,Decorated apparel,Mostly consumers,Cost-plus,Quarterly,0.2953,True,True,True
NNEP-R0549,Willow Studio Company #1549,owner@willowstudiocompany154.example,emh_69c02659d4,South,Solo owner/operator,1,Under $50k,2,1,Decorated apparel,Mixed,Competitor-based,When costs change,0.02,True,False,False
NNEP-R0550,Hoop Branding Studio #1550,info@hoopbrandingstudio1550.example,emh_6e44fb3276,South,26+ employees,61,$250k-$500k,6,30,Contract embroidery,Schools/teams,Stitch-count based,Before every quote,0.7295,True,False,False
NNEP-R0551,River Creative #1551,contact@rivercreative1551.example,emh_ea73457a3a,South,Solo owner/operator,1,$50k-$100k,9,2,Custom embroidery,Contract/B2B,Stitch-count based,Annually,0.4058,True,False,False
NNEP-R0552,Crown Digitizing Shop #1552,info6@crowndigitizingshop155.example,emh_2f1b29daff,West,2-5 employees,2,$50k-$100k,0,2,Custom embroidery,Small business/local orgs,Cost-plus,When costs change,0.7016,True,True,True
NNEP-R0553,Main Street Digitizing Group #1553,sales@mainstreetdigitizinggr.example,emh_c67c58489e,South,Solo owner/operator,1,$50k-$100k,9,1,Decorated apparel,Contract/B2B,Informal/custom quote,Rarely/never,0.1361,True,False,False
NNEP-R0554,Urban Works Collective #1554,sales@urbanworkscollective15.example,emh_d6fed6cf65,West,6-10 employees,9,$500k-$1M,32,4,Decorated apparel,Schools/teams,Cost-plus,Quarterly,0.99,True,False,False
NNEP-R0555,Maple Wearables Collective #1555,quotes@maplewearablescollecti.example,emh_28a531deb5,Northeast,Solo owner/operator,1,Under $50k,9,2,Custom embroidery,Mostly consumers,Hybrid/job costing,Before every quote,0.8231,True,False,False
NNEP-R0556,Sunrise Logo Shop Group #1556,sales@sunriselogoshopgroup15.example,emh_e00e5aa88b,Northeast,2-5 employees,4,$100k-$250k,2,2,Custom embroidery,Contract/B2B,Informal/custom quote,When costs change,0.1422,True,False,False
NNEP-R0557,Willow Digitizing Studio #1557,contact4@willowdigitizingstudio.example,emh_88441b6fdd,South,2-5 employees,2,$500k-$1M,2,4,Custom embroidery,Mixed,Informal/custom quote,Rarely/never,0.3926,True,True,True
NNEP-R0558,Crown Teamwear Shop #1558,owner@crownteamwearshop1558.example,emh_32aa69cea4,Northeast,2-5 employees,2,$100k-$250k,7,2,Custom embroidery,Small business/local orgs,Stitch-count based,Annually,0.5412,True,False,False
NNEP-R0559,Summit Digitizing #1559,info@summitdigitizing1559.example,emh_281e8d0d19,Midwest,2-5 employees,5,$1M+,32,3,Custom embroidery,Mixed,Informal/custom quote,Rarely/never,0.3428,True,True,True
NNEP-R0560,Golden Creative LLC #1560,office@goldencreativellc1560.example,emh_01e8d15f9b,Canada/Other,11-25 employees,14,$1M+,16,12,Custom embroidery,Mostly consumers,Cost-plus,Quarterly,0.8219,True,False,False
NNEP-R0561,Red Barn Monograms Company #1561,hello@redbarnmonogramscompan.example,emh_6fd75fbdcd,Midwest,6-10 employees,7,$500k-$1M,2,3,Decorated apparel,Corporate/commercial,Hourly rate,Annually,0.5952,True,False,False
NNEP-R0562,Hoop Branding Group #1562,office@hoopbrandinggroup1562.example,emh_7ca2c7a244,Northeast,6-10 employees,10,$250k-$500k,18,6,Decorated apparel,Small business/local orgs,Hourly rate,Rarely/never,0.6824,False,True,False
NNEP-R0563,Heritage Designs Group #1563,info3@heritagedesignsgroup15.example,emh_3122723536,Northeast,26+ employees,50,$500k-$1M,24,12,Contract embroidery,Contract/B2B,Hybrid/job costing,Annually,0.99,False,True,False
NNEP-R0564,Blue Ridge Threads Collective #1564,owner@blueridgethreadscollec.example,emh_20a13698eb,South,2-5 employees,2,$250k-$500k,0,2,Decorated apparel,Corporate/commercial,Cost-plus,Annually,0.6028,True,False,False
NNEP-R0565,Lakeside Logo Shop Group #1565,quotes@lakesidelogoshopgroup1.example,emh_fa494c26cd,Northeast,26+ employees,41,$1M+,15,20,Custom embroidery,Corporate/commercial,Hybrid/job costing,Before every quote,0.99,True,False,False
NNEP-R0566,Needle Customs LLC #1566,contact@needlecustomsllc1566.example,emh_888cf957d2,West,2-5 employees,4,$100k-$250k,11,6,Custom embroidery,Corporate/commercial,Stitch-count based,Before every quote,0.522,True,True,True
NNEP-R0567,North Star Works Shop #1567,office@northstarworksshop1567.example,emh_1443ac6cc8,West,11-25 employees,13,$1M+,35,6,Decorated apparel,Schools/teams,Hybrid/job costing,Before every quote,0.99,True,False,False
NNEP-R0568,Urban Stitch Co. #1568,office@urbanstitchco1568.example,emh_5b9e40a5d7,Northeast,2-5 employees,2,$500k-$1M,30,3,Decorated apparel,Mixed,Informal/custom quote,When costs change,0.6626,True,False,False
NNEP-R0569,River Wearables Group #1569,contact2@riverwearablesgroup156.example,emh_3d919447e3,South,Solo owner/operator,1,$100k-$250k,8,1,Custom embroidery,Small business/local orgs,Hourly rate,Annually,0.5501,True,False,False
NNEP-R0570,Bright Wearables Studio #1570,info@brightwearablesstudio1.example,emh_ab72a5a190,Northeast,2-5 employees,2,Under $50k,0,1,Mixed services,Mixed,Competitor-based,When costs change,0.0432,True,False,False
NNEP-R0571,Thread Apparel Collective #1571,contact@threadapparelcollectiv.example,emh_8cc4963898,West,11-25 employees,23,$1M+,23,8,Decorated apparel,Mostly consumers,Value-based,When costs change,0.7175,True,False,False
NNEP-R0572,Crown Works Company #1572,owner@crownworkscompany1572.example,emh_3765304439,Northeast,6-10 employees,6,$100k-$250k,2,3,Promotional products,Mixed,Value-based,Before every quote,0.99,True,True,True
NNEP-R0573,Thread Stitch Co. LLC #1573,info@threadstitchcollc1573.example,emh_d067a58522,Canada/Other,Solo owner/operator,1,$500k-$1M,31,1,Custom embroidery,Corporate/commercial,Stitch-count based,Annually,0.5057,True,True,True
NNEP-R0574,Summit Digitizing Company #1574,hello@summitdigitizingcompan.example,emh_1cbb12ab0b,Canada/Other,6-10 employees,8,$1M+,34,8,Custom embroidery,Mixed,Stitch-count based,When costs change,0.8711,True,False,False
NNEP-R0575,Golden Logo Shop Company #1575,info@goldenlogoshopcompany1.example,emh_7acf897108,South,11-25 employees,18,$500k-$1M,10,12,Team/school spiritwear,Mostly consumers,Hourly rate,Annually,0.6744,True,True,True
NNEP-R0576,Bright Monograms Company #1576,sales@brightmonogramscompany.example,emh_696af101a0,Northeast,2-5 employees,2,$500k-$1M,12,5,Promotional products,Mostly consumers,Cost-plus,Rarely/never,0.519,True,False,False
NNEP-R0577,Thread Designs #1577,office@threaddesigns1577.example,emh_f8438cb896,Midwest,Solo owner/operator,1,$50k-$100k,9,3,Mixed services,Small business/local orgs,Informal/custom quote,Before every quote,0.5577,True,False,False
NNEP-R0578,Urban Designs Studio #1578,sales@urbandesignsstudio1578.example,emh_983b123cd2,South,2-5 employees,3,Under $50k,12,1,Custom embroidery,Mostly consumers,Value-based,Annually,0.7581,True,False,False
NNEP-R0579,Silver Works Studio #1579,office@silverworksstudio1579.example,emh_c8864a3c40,Midwest,2-5 employees,5,$50k-$100k,11,5,Decorated apparel,Contract/B2B,Competitor-based,Annually,0.4782,True,False,False
NNEP-R0580,Prairie Monograms Shop #1580,hello@prairiemonogramsshop15.example,emh_f4c41a4578,South,26+ employees,70,$1M+,24,10,Team/school spiritwear,Schools/teams,Value-based,Before every quote,0.9627,True,False,False
NNEP-R0581,Blue Ridge Monograms #1581,contact@blueridgemonograms1581.example,emh_6219e3fe08,South,2-5 employees,4,$250k-$500k,2,5,Custom embroidery,Corporate/commercial,Stitch-count based,Annually,0.5918,True,False,False
NNEP-R0582,Stitch Print & Stitch #1582,hello@stitchprintstitch1582.example,emh_fc3c3095aa,Canada/Other,Solo owner/operator,1,$250k-$500k,16,1,Mixed services,Contract/B2B,Hybrid/job costing,Annually,0.8839,True,False,False
NNEP-R0583,Lakeside Branding Group #1583,hello@lakesidebrandinggroup1.example,emh_550b0cb7ba,South,Solo owner/operator,1,$500k-$1M,16,2,Custom embroidery,Corporate/commercial,Hybrid/job costing,Rarely/never,0.3268,False,True,False
NNEP-R0584,Crown Designs Collective #1584,info@crowndesignscollective.example,emh_5b94b9d861,South,Solo owner/operator,1,Under $50k,0,1,Mixed services,Small business/local orgs,Competitor-based,Annually,0.2451,True,True,True
NNEP-R0585,Heritage Threads #1585,hello4@heritagethreads1585.example,emh_00771e53f5,Midwest,Solo owner/operator,1,$50k-$100k,2,1,Mixed services,Mixed,Hybrid/job costing,Annually,0.4957,True,True,True
NNEP-R0586,Bobbin Stitch Co. Studio #1586,quotes5@bobbinstitchcostudio15.example,emh_63d8af5568,South,2-5 employees,5,$50k-$100k,13,1,Mixed services,Mostly consumers,Hybrid/job costing,When costs change,0.8093,True,False,False
NNEP-R0587,Bobbin Creative Collective #1587,owner@bobbincreativecollecti.example,emh_4d2c2b7616,South,Solo owner/operator,1,$100k-$250k,1,1,Custom embroidery,Mixed,Value-based,When costs change,0.5304,True,False,False
NNEP-R0588,Maple Branding Studio #1588,contact@maplebrandingstudio158.example,emh_a023e290d4,Canada/Other,6-10 employees,6,$250k-$500k,2,2,Custom embroidery,Small business/local orgs,Stitch-count based,Rarely/never,0.6678,True,False,False
NNEP-R0589,Maple Digitizing Company #1589,info1@mapledigitizingcompany.example,emh_0482ff6578,South,Solo owner/operator,1,Under $50k,9,1,Custom embroidery,Mixed,Hybrid/job costing,When costs change,0.6779,True,False,False
NNEP-R0590,Main Street Monograms Studio #1590,sales@mainstreetmonogramsstu.example,emh_de244f5cbb,South,2-5 employees,4,$50k-$100k,8,1,Decorated apparel,Mixed,Hourly rate,Before every quote,0.4445,True,False,False
NNEP-R0591,Maple Needleworks Group #1591,contact@mapleneedleworksgroup1.example,emh_f41078c434,South,2-5 employees,2,$500k-$1M,9,6,Contract embroidery,Small business/local orgs,Cost-plus,When costs change,0.5179,True,False,False
NNEP-R0592,Lucky Studio Collective #1592,owner@luckystudiocollective1.example,emh_71e8fb6e75,Midwest,2-5 employees,2,Under $50k,0,2,Team/school spiritwear,Mostly consumers,Informal/custom quote,Quarterly,0.6899,True,False,False
NNEP-R0593,Lucky Teamwear Shop #1593,contact@luckyteamwearshop1593.example,emh_e336e9a2c3,Midwest,2-5 employees,4,$100k-$250k,13,4,Custom embroidery,Mixed,Stitch-count based,Annually,0.6476,False,True,False
NNEP-R0594,Golden Embroidery Shop #1594,office6@goldenembroideryshop15.example,emh_1f537f3831,South,6-10 employees,9,$1M+,16,4,Promotional products,Mostly consumers,Hybrid/job costing,Quarterly,0.99,True,False,False
NNEP-R0595,Bright Embroidery #1595,contact@brightembroidery1595.example,emh_698a0da798,West,2-5 employees,3,$100k-$250k,11,2,Custom embroidery,Corporate/commercial,Stitch-count based,When costs change,0.4996,True,False,False
NNEP-R0596,Willow Threads #1596,quotes1@willowthreads1596.example,emh_ad09d3cbe4,Northeast,2-5 employees,3,$500k-$1M,35,1,Mixed services,Mixed,Cost-plus,When costs change,0.7089,False,True,False
NNEP-R0597,Heritage Studio Shop #1597,contact@heritagestudioshop1597.example,emh_17095f94ac,Midwest,6-10 employees,10,$1M+,1,6,Custom embroidery,Small business/local orgs,Stitch-count based,Annually,0.5911,False,True,False
NNEP-R0598,Stitch Decorated Goods Shop #1598,owner3@stitchdecoratedgoodssh.example,emh_99355496be,Midwest,Solo owner/operator,1,$500k-$1M,0,1,Decorated apparel,Small business/local orgs,Informal/custom quote,When costs change,0.0909,True,False,False
NNEP-R0599,Magnolia Decorated Goods Shop #1599,info@magnoliadecoratedgoods.example,emh_1b3b84a059,West,6-10 employees,10,$500k-$1M,9,2,Custom embroidery,Small business/local orgs,Cost-plus,Annually,0.6903,True,False,False
NNEP-R0600,Lucky Stitch Co. #1600,owner5@luckystitchco1600.example,emh_d1589249a5,West,11-25 employees,21,$250k-$500k,24,8,Promotional products,Mostly consumers,Hybrid/job costing,Annually,0.99,True,False,False
NNEP-R0601,Red Barn Decorated Goods Group #1601,contact@redbarndecoratedgoodsg.example,emh_aa6bc0d982,Midwest,2-5 employees,4,$100k-$250k,8,3,Mixed services,Small business/local orgs,Cost-plus,Annually,0.7311,True,True,True
NNEP-R0602,Main Street Threads #1602,hello@mainstreetthreads1602.example,emh_a7c864fe91,South,2-5 employees,3,$500k-$1M,9,2,Contract embroidery,Mixed,Hourly rate,Rarely/never,0.2069,True,False,False
NNEP-R0603,Main Street Studio Studio #1603,office@mainstreetstudiostudio.example,emh_e628158eb5,West,Solo owner/operator,1,$50k-$100k,2,1,Mixed services,Contract/B2B,Hybrid/job costing,Annually,0.7559,True,False,False
NNEP-R0604,Maple Monograms #1604,quotes@maplemonograms1604.example,emh_80ff1821b5,South,2-5 employees,5,$1M+,12,2,Decorated apparel,Schools/teams,Informal/custom quote,Rarely/never,0.182,True,False,False
NNEP-R0605,Urban Creative LLC #1605,contact3@urbancreativellc1605.example,emh_1f04865d44,South,11-25 employees,12,$1M+,18,8,Decorated apparel,Mostly consumers,Hybrid/job costing,Annually,0.8691,True,False,False
NNEP-R0606,Willow Stitch Co. #1606,owner@willowstitchco1606.example,emh_294e710512,Midwest,2-5 employees,3,$100k-$250k,14,2,Custom embroidery,Mixed,Stitch-count based,When costs change,0.6778,True,False,False
NNEP-R0607,Sunrise Teamwear Company #1607,contact@sunriseteamwearcompany.example,emh_599cc20576,Northeast,11-25 employees,17,$1M+,14,8,Custom embroidery,Mixed,Competitor-based,When costs change,0.599,True,False,False
NNEP-R0608,North Star Monograms #1608,info6@northstarmonograms1608.example,emh_7f14b8c817,South,6-10 employees,9,$100k-$250k,18,6,Custom embroidery,Mostly consumers,Stitch-count based,Quarterly,0.654,True,False,False
NNEP-R0609,River Customs LLC #1609,hello@rivercustomsllc1609.example,emh_a9d7b43212,South,Solo owner/operator,1,Under $50k,1,1,Mixed services,Mixed,Stitch-count based,Rarely/never,0.2394,True,False,False
NNEP-R0610,North Star Works Collective #1610,sales@northstarworkscollecti.example,emh_9824e0482f,South,26+ employees,60,$500k-$1M,2,30,Decorated apparel,Mixed,Informal/custom quote,Rarely/never,0.3188,False,True,False
NNEP-R0611,Thread Embroidery Collective #1611,sales2@threadembroiderycollec.example,emh_47cdfb1a17,Northeast,6-10 employees,6,$250k-$500k,10,4,Promotional products,Schools/teams,Cost-plus,Rarely/never,0.5342,True,False,False
NNEP-R0612,Hoop Monograms #1612,contact@hoopmonograms1612.example,emh_cf502b48b6,Midwest,2-5 employees,2,$50k-$100k,0,3,Decorated apparel,Contract/B2B,Value-based,When costs change,0.5553,True,False,False
NNEP-R0613,Bright Needleworks LLC #1613,hello@brightneedleworksllc16.example,emh_79e172cdc2,South,2-5 employees,4,Under $50k,11,5,Contract embroidery,Contract/B2B,Value-based,Before every quote,0.7738,True,False,False
NNEP-R0614,Urban Threads Shop #1614,office@urbanthreadsshop1614.example,emh_b39ea9f341,Northeast,2-5 employees,2,$100k-$250k,10,4,Contract embroidery,Mixed,Hybrid/job costing,Quarterly,0.861,True,False,False
NNEP-R0615,Thread Monograms Collective #1615,info@threadmonogramscollect.example,emh_ebc144e81a,West,6-10 employees,8,$500k-$1M,18,6,Promotional products,Mostly consumers,Value-based,Before every quote,0.99,True,False,False
