diagnostic_response_id,respondent_id,canonical_email,email_hash,source_row_id,submitted_at,business_name_clean,region,business_size,employee_count_band,annual_revenue_band,years_in_operation,years_in_operation_band,machine_count,primary_business_model,customer_mix,current_pricing_method,price_review_frequency,q1_score,q2_score,q3_score,q4_score,q5_score,q6_score,q7_score,q8_score,q9_score,q10_score,production_cost_score,real_labor_score,intended_profit_score,capacity_pressure_score,end_customer_value_score,diagnostic_total_score,pricing_maturity_tier,has_structured_pricing_system,labor_underpriced_flag,profit_target_missing_flag,capacity_pricing_gap_flag
PD-2026-0075,NNEP-R0075,contact@riverbrandingstudio.example,emh_d7518b4416,R_PD_000071,2026-03-31T22:51:29Z,River Branding Studio,South,Solo owner/operator,Solo owner/operator,$100k-$250k,12,11-20,1,Custom embroidery,Mostly consumers,Stitch-count based,Rarely/never,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Pricing Blind Spots,False,True,True,True
PD-2026-0076,NNEP-R0076,office6@northstarmonogramscomp.example,emh_b7f942d56c,R_PD_000072,2026-05-29T21:40:52Z,North Star Monograms Company,South,2-5 employees,2-5 employees,$1M+,11,11-20,1,Decorated apparel,Contract/B2B,Hybrid/job costing,When costs change,2,2,1,1,1,1,1,1,1,1,4,2,2,2,2,12,Partial Pricing System,True,False,False,False
PD-2026-0077,NNEP-R0077,office@hooplogoshopgroup.example,emh_b327bcd054,R_PD_000073,2026-05-10T14:48:49Z,Hoop Logo Shop Group,West,2-5 employees,2-5 employees,$100k-$250k,12,11-20,2,Decorated apparel,Mostly consumers,Hourly rate,Rarely/never,2,2,2,2,1,1,1,1,1,1,4,4,2,2,2,14,Partial Pricing System,False,False,False,False
PD-2026-0078,NNEP-R0078,contact@blueridgecreativestudi.example,emh_46662fa702,R_PD_000074,2026-05-02T13:43:22Z,Blue Ridge Creative Studio,South,2-5 employees,2-5 employees,$500k-$1M,25,21+,1,Decorated apparel,Mixed,Stitch-count based,When costs change,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,3,Pricing Blind Spots,False,True,True,True
PD-2026-0080,NNEP-R0080,quotes@redbarncustomsgroup.example,emh_366346d60c,R_PD_000075,2026-04-24T15:01:53Z,Red Barn Customs Group,Northeast,2-5 employees,2-5 employees,$500k-$1M,26,21+,2,Mixed services,Small business/local orgs,Hourly rate,Quarterly,2,2,1,1,1,1,1,0,1,1,4,2,2,1,2,11,Partial Pricing System,False,False,False,True
PD-2026-0081,NNEP-R0081,office@oakneedleworks.example,emh_0ec5320856,R_PD_000076,2026-03-10T06:24:20Z,Oak Needleworks,Northeast,2-5 employees,2-5 employees,Under $50k,4,2-5,2,Custom embroidery,Contract/B2B,Hybrid/job costing,Rarely/never,2,1,1,1,1,1,1,0,1,2,3,2,2,1,3,11,Partial Pricing System,True,False,False,True
PD-2026-0082,NNEP-R0082,info@oakdesignsgroup.example,emh_6e120fda95,R_PD_000077,2026-04-09T16:06:59Z,Oak Designs Group,Northeast,Solo owner/operator,Solo owner/operator,$100k-$250k,0,<2,1,Custom embroidery,Schools/teams,Informal/custom quote,When costs change,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Pricing Blind Spots,False,True,True,True
PD-2026-0083,NNEP-R0083,info@lakesidedigitizingcomp.example,emh_74f6ea95b6,R_PD_000078,2026-05-19T19:21:46Z,Lakeside Digitizing Company,Midwest,Solo owner/operator,Solo owner/operator,$100k-$250k,1,<2,1,Contract embroidery,Mostly consumers,Cost-plus,Before every quote,1,2,2,1,1,1,1,1,2,0,3,3,2,2,2,12,Partial Pricing System,True,False,False,False
PD-2026-0084,NNEP-R0084,quotes@lakesideteamwearshop.example,emh_95210fbb78,R_PD_000079,2026-03-06T06:19:21Z,Lakeside Teamwear Shop,Northeast,2-5 employees,2-5 employees,$100k-$250k,0,<2,4,Mixed services,Schools/teams,Hybrid/job costing,Annually,2,2,2,2,2,1,1,1,1,1,4,4,3,2,2,15,Partial Pricing System,True,False,False,False
PD-2026-0085,NNEP-R0085,office@ironcustomsgroup.example,emh_6fd3af9173,R_PD_000080,2026-02-28T06:27:05Z,Iron Customs Group,Northeast,Solo owner/operator,Solo owner/operator,$50k-$100k,4,2-5,1,Contract embroidery,Mostly consumers,Hybrid/job costing,Annually,2,2,1,1,1,1,1,1,1,2,4,2,2,2,3,13,Partial Pricing System,True,False,False,False
PD-2026-0086,NNEP-R0086,sales@magnoliawearablescolle.example,emh_a574bb7eaa,R_PD_000081,2026-05-16T18:01:01Z,Magnolia Wearables Collective,South,2-5 employees,2-5 employees,Under $50k,2,2-5,4,Mixed services,Schools/teams,Stitch-count based,Annually,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,3,Pricing Blind Spots,False,True,True,True
PD-2026-0087,NNEP-R0087,quotes@silverwearablesshop.example,emh_c1c33e9f83,R_PD_000082,2026-05-06T14:29:27Z,Silver Wearables Shop,South,Solo owner/operator,Solo owner/operator,Under $50k,0,<2,2,Custom embroidery,Mixed,Value-based,When costs change,1,1,0,1,0,0,0,0,1,1,2,1,0,0,2,5,Pricing Blind Spots,True,True,True,True
PD-2026-0088,NNEP-R0088,sales@magnoliateamwearllc.example,emh_5afaff8e8b,R_PD_000083,2026-04-16T02:26:32Z,Magnolia Teamwear LLC,Midwest,2-5 employees,2-5 employees,$100k-$250k,9,6-10,2,Custom embroidery,Small business/local orgs,Stitch-count based,Rarely/never,2,2,1,1,1,0,0,0,1,1,4,2,1,0,2,9,Partial Pricing System,False,False,True,True
PD-2026-0091,NNEP-R0091,hello@crowndesignscompany.example,emh_c4fd8c1ebf,R_PD_000084,2026-05-14T03:02:10Z,Crown Designs Company,West,6-10 employees,6-10 employees,$1M+,19,11-20,6,Mixed services,Schools/teams,Competitor-based,Rarely/never,2,1,1,1,1,0,1,0,1,1,3,2,1,1,2,9,Partial Pricing System,False,False,True,True
PD-2026-0093,NNEP-R0093,info@prairieneedleworksstud.example,emh_b249aafab0,R_PD_000085,2026-03-23T14:58:54Z,Prairie Needleworks Studio,Midwest,11-25 employees,11-25 employees,$500k-$1M,21,21+,15,Contract embroidery,Mixed,Hybrid/job costing,Quarterly,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0094,NNEP-R0094,contact@riverembroiderycollect.example,emh_6664b92e21,R_PD_000086,2026-04-14T00:25:25Z,River Embroidery Collective,Northeast,11-25 employees,11-25 employees,$100k-$250k,18,11-20,8,Custom embroidery,Schools/teams,Value-based,Before every quote,2,2,2,2,2,2,1,2,2,2,4,4,4,3,4,19,Strong Pricing System,True,False,False,False
PD-2026-0095,NNEP-R0095,quotes@heritagestudioshop.example,emh_97a3c5fdef,R_PD_000087,2026-04-09T05:28:01Z,Heritage Studio Shop,Midwest,2-5 employees,2-5 employees,$100k-$250k,5,2-5,8,Decorated apparel,Small business/local orgs,Stitch-count based,When costs change,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,10,Partial Pricing System,False,False,False,False
PD-2026-0096,NNEP-R0096,quotes@hoopdigitizinggroup.example,emh_23a3e4f74b,R_PD_000088,2026-05-08T01:48:08Z,Hoop Digitizing Group,Canada/Other,Solo owner/operator,Solo owner/operator,Under $50k,4,2-5,2,Custom embroidery,Mostly consumers,Hybrid/job costing,Annually,2,2,1,1,1,1,1,2,2,2,4,2,2,3,4,15,Partial Pricing System,True,False,False,False
PD-2026-0097,NNEP-R0097,quotes@oakembroiderycompany.example,emh_5d901a5ace,R_PD_000089,2026-02-19T22:06:22Z,Oak Embroidery Company,Midwest,Solo owner/operator,Solo owner/operator,Under $50k,16,11-20,1,Decorated apparel,Small business/local orgs,Stitch-count based,Annually,1,1,0,1,1,1,1,0,1,1,2,1,2,1,2,8,Partial Pricing System,False,True,False,True
PD-2026-0098,NNEP-R0098,office@summitteamweargroup.example,emh_1ea32f8e10,R_PD_000090,2026-03-15T23:14:36Z,Summit Teamwear Group,Midwest,2-5 employees,2-5 employees,$1M+,25,21+,3,Custom embroidery,Small business/local orgs,Competitor-based,Before every quote,2,2,1,2,1,1,1,1,2,1,4,3,2,2,3,14,Partial Pricing System,False,False,False,False
PD-2026-0099,NNEP-R0099,hello@northstarbranding.example,emh_4e6d46818a,R_PD_000091,2026-06-04T06:51:49Z,North Star Branding,Northeast,2-5 employees,2-5 employees,$250k-$500k,13,11-20,4,Mixed services,Schools/teams,Hybrid/job costing,Before every quote,2,2,2,2,1,1,2,2,2,2,4,4,2,4,4,18,Strong Pricing System,True,False,False,False
PD-2026-0100,NNEP-R0100,info@cedarteamwearllc.example,emh_ee4391f4a3,R_PD_000092,2026-05-24T05:19:16Z,Cedar Teamwear LLC,South,Solo owner/operator,Solo owner/operator,$100k-$250k,9,6-10,3,Custom embroidery,Mostly consumers,Stitch-count based,When costs change,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,3,Pricing Blind Spots,False,True,True,True
PD-2026-0101,NNEP-R0101,quotes@mapledigitizing.example,emh_645ca2d766,R_PD_000093,2026-05-15T22:47:58Z,Maple Digitizing,Midwest,Solo owner/operator,Solo owner/operator,Under $50k,1,<2,2,Contract embroidery,Mixed,Hourly rate,Quarterly,1,2,1,2,1,1,0,1,1,2,3,3,2,1,3,12,Partial Pricing System,False,False,False,True
PD-2026-0102,NNEP-R0102,office@brightdigitizingcollec.example,emh_3c8d83aad1,R_PD_000094,2026-03-20T06:50:09Z,Bright Digitizing Collective,Midwest,6-10 employees,6-10 employees,$100k-$250k,4,2-5,4,Custom embroidery,Mostly consumers,Hybrid/job costing,Before every quote,1,2,2,2,2,2,1,2,2,2,3,4,4,3,4,18,Strong Pricing System,True,False,False,False
PD-2026-0103,NNEP-R0103,info@lakesideteamwearcompan.example,emh_8b417e712f,R_PD_000095,2026-04-08T05:47:36Z,Lakeside Teamwear Company,Northeast,6-10 employees,6-10 employees,$500k-$1M,13,11-20,6,Contract embroidery,Small business/local orgs,Hourly rate,Quarterly,2,2,2,1,1,2,1,1,1,2,4,3,3,2,3,15,Partial Pricing System,False,False,False,False
PD-2026-0104,NNEP-R0104,quotes@mapleapparelgroup.example,emh_7b6da482ef,R_PD_000096,2026-04-06T05:29:45Z,Maple Apparel Group,West,2-5 employees,2-5 employees,$250k-$500k,2,2-5,8,Custom embroidery,Contract/B2B,Stitch-count based,When costs change,1,1,0,0,1,1,1,1,1,1,2,0,2,2,2,8,Partial Pricing System,False,True,False,False
PD-2026-0105,NNEP-R0105,info@redbarnapparelgroup.example,emh_70cd0ca372,R_PD_000097,2026-05-24T06:22:24Z,Red Barn Apparel Group,Midwest,2-5 employees,2-5 employees,$250k-$500k,1,<2,3,Team/school spiritwear,Mixed,Informal/custom quote,Rarely/never,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Pricing Blind Spots,False,True,True,True
PD-2026-0106,NNEP-R0106,office1@willowdesignscollectiv.example,emh_c2ddac45c1,R_PD_000098,2026-02-06T03:01:30Z,Willow Designs Collective,Northeast,Solo owner/operator,Solo owner/operator,Under $50k,2,2-5,2,Decorated apparel,Mostly consumers,Informal/custom quote,When costs change,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Pricing Blind Spots,False,True,True,True
PD-2026-0107,NNEP-R0107,hello@irondesignscollective.example,emh_ebfa62cb58,R_PD_000099,2026-02-26T16:50:44Z,Iron Designs Collective,South,6-10 employees,6-10 employees,$1M+,15,11-20,10,Custom embroidery,Small business/local orgs,Cost-plus,Annually,2,2,2,2,2,1,1,2,2,2,4,4,3,3,4,18,Strong Pricing System,True,False,False,False
PD-2026-0108,NNEP-R0108,sales3@sunrisedigitizingllc.example,emh_beae60828e,R_PD_000100,2026-03-14T09:40:27Z,Sunrise Digitizing LLC,Midwest,11-25 employees,11-25 employees,$500k-$1M,2,2-5,8,Promotional products,Schools/teams,Cost-plus,Quarterly,2,2,1,1,1,2,1,1,1,1,4,2,3,2,2,13,Partial Pricing System,True,False,False,False
PD-2026-0109,NNEP-R0109,sales@pinemonogramsllc.example,emh_acdb4772cd,R_PD_000101,2026-03-01T16:31:38Z,Pine Monograms LLC,South,11-25 employees,11-25 employees,$500k-$1M,20,11-20,10,Promotional products,Corporate/commercial,Hybrid/job costing,Quarterly,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0110,NNEP-R0110,sales@lakesidewearablesllc.example,emh_4756c4d109,R_PD_000102,2026-05-30T18:49:09Z,Lakeside Wearables LLC,West,Solo owner/operator,Solo owner/operator,Under $50k,5,2-5,4,Team/school spiritwear,Mixed,Informal/custom quote,Rarely/never,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Pricing Blind Spots,False,True,True,True
PD-2026-0111,NNEP-R0111,sales@ironcreative.example,emh_cda480619f,R_PD_000103,2026-03-18T19:57:46Z,Iron Creative,West,11-25 employees,11-25 employees,$500k-$1M,29,21+,10,Custom embroidery,Mostly consumers,Stitch-count based,Annually,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0112,NNEP-R0112,quotes@willowembroiderygroup.example,emh_c165948192,R_PD_000104,2026-04-14T06:38:56Z,Willow Embroidery Group,South,11-25 employees,11-25 employees,$250k-$500k,10,6-10,10,Contract embroidery,Mostly consumers,Stitch-count based,Quarterly,1,2,2,1,2,1,1,1,1,1,3,3,3,2,2,13,Partial Pricing System,False,False,False,False
PD-2026-0113,NNEP-R0113,office@redbarnlogoshopgroup.example,emh_e11420492d,R_PD_000105,2026-04-10T10:33:14Z,Red Barn Logo Shop Group,South,2-5 employees,2-5 employees,$50k-$100k,20,11-20,3,Team/school spiritwear,Schools/teams,Stitch-count based,When costs change,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,10,Partial Pricing System,False,False,False,False
PD-2026-0114,NNEP-R0114,quotes2@luckycustomsllc.example,emh_e833468f2b,R_PD_000106,2026-02-21T01:58:30Z,Lucky Customs LLC,South,2-5 employees,2-5 employees,Under $50k,5,2-5,6,Decorated apparel,Mixed,Value-based,When costs change,1,1,1,2,0,1,0,1,2,1,2,3,1,1,3,10,Partial Pricing System,True,False,True,True
PD-2026-0115,NNEP-R0115,sales@needlestitchcocompany.example,emh_1b7b98d95a,R_PD_000107,2026-05-01T14:52:16Z,Needle Stitch Co. Company,Northeast,Solo owner/operator,Solo owner/operator,$100k-$250k,3,2-5,1,Decorated apparel,Schools/teams,Stitch-count based,Before every quote,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,3,Pricing Blind Spots,False,True,True,True
PD-2026-0116,NNEP-R0116,owner4@goldenlogoshopgroup.example,emh_246debde72,R_PD_000108,2026-03-07T08:50:33Z,Golden Logo Shop Group,Midwest,Solo owner/operator,Solo owner/operator,$50k-$100k,7,6-10,1,Contract embroidery,Corporate/commercial,Stitch-count based,Quarterly,1,1,2,1,1,1,1,1,1,1,2,3,2,2,2,11,Partial Pricing System,False,False,False,False
PD-2026-0117,NNEP-R0117,info5@blueridgecreativellc.example,emh_a9a9e96604,R_PD_000109,2026-03-15T07:27:14Z,Blue Ridge Creative LLC,Midwest,2-5 employees,2-5 employees,$500k-$1M,0,<2,4,Custom embroidery,Small business/local orgs,Cost-plus,Rarely/never,1,1,1,1,1,1,1,0,1,1,2,2,2,1,2,9,Partial Pricing System,True,False,False,True
PD-2026-0118,NNEP-R0118,owner@luckystudiogroup.example,emh_fbe253739e,R_PD_000110,2026-05-22T14:09:14Z,Lucky Studio Group,South,6-10 employees,6-10 employees,$500k-$1M,20,11-20,6,Promotional products,Mostly consumers,Hybrid/job costing,Quarterly,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0119,NNEP-R0119,hello@hoopdecoratedgoodsshop.example,emh_398886fd41,R_PD_000111,2026-03-27T17:18:41Z,Hoop Decorated Goods Shop,South,2-5 employees,2-5 employees,$100k-$250k,14,11-20,1,Promotional products,Small business/local orgs,Value-based,When costs change,2,2,1,1,1,1,1,1,1,1,4,2,2,2,2,12,Partial Pricing System,True,False,False,False
PD-2026-0120,NNEP-R0120,sales@maplethreadsshop.example,emh_2722b06193,R_PD_000112,2026-02-07T21:33:35Z,Maple Threads Shop,South,2-5 employees,2-5 employees,$250k-$500k,18,11-20,1,Promotional products,Small business/local orgs,Hybrid/job costing,Before every quote,2,2,2,2,2,1,1,1,2,2,4,4,3,2,4,17,Strong Pricing System,True,False,False,False
PD-2026-0121,NNEP-R0121,info@brightbranding.example,emh_4cc65b2397,R_PD_000113,2026-02-14T11:06:53Z,Bright Branding,West,2-5 employees,2-5 employees,$500k-$1M,15,11-20,5,Decorated apparel,Mixed,Cost-plus,Rarely/never,2,1,1,1,1,1,1,1,0,1,3,2,2,2,1,10,Partial Pricing System,True,False,False,False
PD-2026-0122,NNEP-R0122,contact@willowneedleworks.example,emh_7c58829fc2,R_PD_000114,2026-02-21T05:50:15Z,Willow Needleworks,West,Solo owner/operator,Solo owner/operator,Under $50k,11,11-20,1,Team/school spiritwear,Schools/teams,Hourly rate,When costs change,1,2,1,1,2,1,1,1,1,1,3,2,3,2,2,12,Partial Pricing System,False,False,False,False
PD-2026-0123,NNEP-R0123,owner@urbanthreadscompany.example,emh_4604763edc,R_PD_000115,2026-04-24T15:20:28Z,Urban Threads Company,Midwest,Solo owner/operator,Solo owner/operator,$250k-$500k,6,6-10,2,Contract embroidery,Contract/B2B,Stitch-count based,When costs change,1,1,1,1,0,1,1,1,1,0,2,2,1,2,1,8,Partial Pricing System,False,False,True,False
PD-2026-0124,NNEP-R0124,info@ironstudiogroup.example,emh_89d0ae2f2c,R_PD_000116,2026-05-08T06:02:13Z,Iron Studio Group,Midwest,2-5 employees,2-5 employees,$250k-$500k,18,11-20,2,Mixed services,Small business/local orgs,Cost-plus,Annually,2,2,2,2,1,2,2,2,2,1,4,4,3,4,3,18,Strong Pricing System,True,False,False,False
PD-2026-0125,NNEP-R0125,owner@brightprintstitchllc.example,emh_8b45d16fa1,R_PD_000117,2026-02-10T10:35:44Z,Bright Print & Stitch LLC,Northeast,Solo owner/operator,Solo owner/operator,$100k-$250k,15,11-20,5,Decorated apparel,Mixed,Competitor-based,When costs change,2,1,1,0,1,1,1,1,1,1,3,1,2,2,2,10,Partial Pricing System,False,True,False,False
PD-2026-0126,NNEP-R0126,quotes@ironbrandingstudio.example,emh_5b2a08362e,R_PD_000118,2026-02-20T13:13:05Z,Iron Branding Studio,West,Solo owner/operator,Solo owner/operator,$250k-$500k,9,6-10,1,Contract embroidery,Mostly consumers,Stitch-count based,When costs change,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,3,Pricing Blind Spots,False,True,True,True
PD-2026-0127,NNEP-R0127,info@hoopstitchcostudio.example,emh_fe51202183,R_PD_000119,2026-05-01T16:31:36Z,Hoop Stitch Co. Studio,Midwest,Solo owner/operator,Solo owner/operator,Under $50k,6,6-10,1,Mixed services,Small business/local orgs,Stitch-count based,When costs change,1,2,1,1,1,1,0,0,1,1,3,2,2,0,2,9,Partial Pricing System,False,False,False,True
PD-2026-0128,NNEP-R0128,quotes@riverstitchcollc.example,emh_152bc46452,R_PD_000120,2026-02-10T12:56:56Z,River Stitch Co. LLC,Midwest,6-10 employees,6-10 employees,$500k-$1M,14,11-20,5,Mixed services,Corporate/commercial,Hybrid/job costing,When costs change,2,2,1,1,1,1,1,1,1,1,4,2,2,2,2,12,Partial Pricing System,True,False,False,False
PD-2026-0130,NNEP-R0130,hello@brightneedleworksllc.example,emh_86fb723425,R_PD_000121,2026-05-04T19:11:16Z,Bright Needleworks LLC,Midwest,Solo owner/operator,Solo owner/operator,$500k-$1M,11,11-20,1,Team/school spiritwear,Small business/local orgs,Hybrid/job costing,Before every quote,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0131,NNEP-R0131,owner@lakesideneedleworkscol.example,emh_7a6eb7f08a,R_PD_000122,2026-02-17T08:04:59Z,Lakeside Needleworks Collective,Northeast,Solo owner/operator,Solo owner/operator,$250k-$500k,12,11-20,2,Decorated apparel,Mixed,Value-based,When costs change,1,2,1,0,0,1,0,1,1,1,3,1,1,1,2,8,Partial Pricing System,True,True,True,True
PD-2026-0132,NNEP-R0132,quotes@cedarteamwearcollectiv.example,emh_379410fd8c,R_PD_000123,2026-05-21T20:02:04Z,Cedar Teamwear Collective,Northeast,2-5 employees,2-5 employees,$250k-$500k,11,11-20,4,Custom embroidery,Mixed,Cost-plus,Rarely/never,1,2,1,1,1,1,1,1,1,1,3,2,2,2,2,11,Partial Pricing System,True,False,False,False
PD-2026-0133,NNEP-R0133,sales0@urbanteamwearcollectiv.example,emh_6ed4c1d2ec,R_PD_000124,2026-03-08T23:16:34Z,Urban Teamwear Collective,Northeast,2-5 employees,2-5 employees,$100k-$250k,6,6-10,2,Promotional products,Mixed,Competitor-based,Annually,1,1,1,1,0,1,1,1,0,1,2,2,1,2,1,8,Partial Pricing System,False,False,True,False
PD-2026-0134,NNEP-R0134,info@hoopdigitizingcollecti.example,emh_eee816b38b,R_PD_000125,2026-04-28T14:58:43Z,Hoop Digitizing Collective,Northeast,Solo owner/operator,Solo owner/operator,$100k-$250k,7,6-10,3,Mixed services,Contract/B2B,Informal/custom quote,Rarely/never,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,Pricing Blind Spots,False,True,True,True
PD-2026-0135,NNEP-R0135,office@willowdecoratedgoodsco.example,emh_68b5d4da1f,R_PD_000126,2026-03-10T10:35:58Z,Willow Decorated Goods Collective,South,Solo owner/operator,Solo owner/operator,$100k-$250k,17,11-20,2,Contract embroidery,Corporate/commercial,Value-based,Annually,2,2,1,1,1,2,1,1,2,2,4,2,3,2,4,15,Partial Pricing System,True,False,False,False
PD-2026-0136,NNEP-R0136,info@crowndesignsshop.example,emh_db5cd249e8,R_PD_000127,2026-06-06T21:13:25Z,Crown Designs Shop,Midwest,2-5 employees,2-5 employees,$1M+,18,11-20,2,Mixed services,Mixed,Hybrid/job costing,Rarely/never,0,1,1,0,0,1,0,0,1,1,1,1,1,0,2,5,Pricing Blind Spots,True,True,True,True
PD-2026-0137,NNEP-R0137,hello@bobbinprintstitch.example,emh_fc6f9f8823,R_PD_000128,2026-02-24T08:41:50Z,Bobbin Print & Stitch,West,2-5 employees,2-5 employees,$100k-$250k,24,21+,2,Decorated apparel,Corporate/commercial,Hourly rate,When costs change,1,1,1,0,1,1,1,1,1,1,2,1,2,2,2,9,Partial Pricing System,False,True,False,False
PD-2026-0138,NNEP-R0138,info@maplecreative.example,emh_ef87971881,R_PD_000129,2026-04-19T05:50:18Z,Maple Creative,South,6-10 employees,6-10 employees,$100k-$250k,3,2-5,12,Custom embroidery,Mostly consumers,Cost-plus,Quarterly,2,2,2,1,1,2,2,2,2,2,4,3,3,4,4,18,Strong Pricing System,True,False,False,False
PD-2026-0139,NNEP-R0139,sales@willowmonogramsllc.example,emh_4703e6eaeb,R_PD_000130,2026-05-07T02:00:55Z,Willow Monograms LLC,Midwest,Solo owner/operator,Solo owner/operator,$100k-$250k,13,11-20,1,Decorated apparel,Mixed,Informal/custom quote,Rarely/never,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,Pricing Blind Spots,False,True,True,True
PD-2026-0140,NNEP-R0140,contact@summitapparel.example,emh_e03c1b0685,R_PD_000131,2026-02-22T20:38:01Z,Summit Apparel,South,2-5 employees,2-5 employees,$500k-$1M,15,11-20,6,Custom embroidery,Mixed,Hourly rate,Rarely/never,1,2,1,1,1,1,0,0,1,1,3,2,2,0,2,9,Partial Pricing System,False,False,False,True
PD-2026-0141,NNEP-R0141,owner1@willowstudiogroup.example,emh_5dc03aceb2,R_PD_000132,2026-04-25T06:51:44Z,Willow Studio Group,Northeast,Solo owner/operator,Solo owner/operator,$100k-$250k,0,<2,2,Mixed services,Mixed,Informal/custom quote,Before every quote,1,1,1,1,1,0,1,0,1,1,2,2,1,1,2,8,Partial Pricing System,False,False,True,True
PD-2026-0142,NNEP-R0142,quotes2@needleprintstitch.example,emh_7f5d7590ba,R_PD_000133,2026-03-01T00:10:10Z,Needle Print & Stitch,South,2-5 employees,2-5 employees,$100k-$250k,20,11-20,3,Contract embroidery,Mixed,Stitch-count based,Before every quote,1,2,2,1,2,1,2,1,1,2,3,3,3,3,3,15,Partial Pricing System,False,False,False,False
PD-2026-0143,NNEP-R0143,owner@hooplogoshopshop.example,emh_a18e6365da,R_PD_000134,2026-04-24T23:08:47Z,Hoop Logo Shop Shop,Northeast,6-10 employees,6-10 employees,$100k-$250k,24,21+,6,Contract embroidery,Mixed,Stitch-count based,When costs change,2,2,1,2,2,2,1,2,2,2,4,3,4,3,4,18,Strong Pricing System,True,False,False,False
